113 Cause Name,Cause Name,State,Year,Age-adjusted Death Rate,Deaths,Number of Records
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Hawaii,2004,6.3,87,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Idaho,2004,8.2,111,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Illinois,2004,8.4,1058,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Indiana,2004,8,509,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Iowa,2004,5.8,188,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Kansas,2004,7.3,206,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Kentucky,2004,8.1,355,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Louisiana,2004,8,363,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Maine,2004,7.9,121,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Maryland,2004,7.4,419,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Massachusetts,2004,7.8,536,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Michigan,2004,9.4,983,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Minnesota,2004,6.4,333,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Mississippi,2004,9.2,267,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Missouri,2004,7.1,432,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Montana,2004,9.1,95,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Nebraska,2004,6.4,116,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Nevada,2004,12,286,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,New Hampshire,2004,7.3,100,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,New Jersey,2004,7.6,704,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,New Mexico,2004,15.1,289,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,New York,2004,6.4,1296,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,North Carolina,2004,8.8,781,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,North Dakota,2004,8.3,58,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Ohio,2004,8.7,1063,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Oklahoma,2004,10.4,386,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Oregon,2004,10.1,390,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Pennsylvania,2004,7.7,1101,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Rhode Island,2004,11.1,129,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,South Carolina,2004,10.3,457,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,South Dakota,2004,11.8,95,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Tennessee,2004,10.2,637,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Texas,2004,11.3,2281,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,United States,2004,9,27013,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Utah,2004,6.3,117,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Vermont,2004,6.9,47,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Virginia,2004,7.2,545,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Washington,2004,8.9,568,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,West Virginia,2004,11.9,258,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Wisconsin,2004,7.3,421,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Wyoming,2004,8.4,45,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Alabama,2005,9.7,478,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Alaska,2005,9,52,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Arizona,2005,12.7,757,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Arkansas,2005,7.5,228,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,California,2005,11.1,3822,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Colorado,2005,9.5,436,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Connecticut,2005,7.2,283,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Delaware,2005,7.3,67,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,District of Columbia,2005,11.6,67,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Florida,2005,10.1,2139,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Georgia,2005,8.2,689,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Hawaii,2005,6.7,96,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Idaho,2005,8.9,126,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Illinois,2005,7.8,1002,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Indiana,2005,7.6,496,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Iowa,2005,6.6,215,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Kansas,2005,6.9,200,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Kentucky,2005,8.5,380,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Louisiana,2005,8.2,380,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Maine,2005,7.2,116,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Maryland,2005,7.9,459,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Massachusetts,2005,7.2,505,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Michigan,2005,9.5,1010,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Minnesota,2005,6.1,317,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Mississippi,2005,9.2,272,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Missouri,2005,6.7,419,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Montana,2005,11.7,120,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Nebraska,2005,7.3,133,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Nevada,2005,11.1,275,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,New Hampshire,2005,8.2,114,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,New Jersey,2005,7.8,730,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,New Mexico,2005,14.4,285,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,New York,2005,6,1224,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,North Carolina,2005,8.6,782,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,North Dakota,2005,9.7,68,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Ohio,2005,8.8,1105,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Oklahoma,2005,11.4,428,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Oregon,2005,10,394,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Pennsylvania,2005,7.3,1058,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Rhode Island,2005,9,107,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,South Carolina,2005,10.6,480,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,South Dakota,2005,10.3,83,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Tennessee,2005,9.9,631,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Texas,2005,11.7,2459,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,United States,2005,9,27530,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Utah,2005,6.7,127,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Vermont,2005,6.8,48,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Virginia,2005,7.3,570,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Washington,2005,8.6,558,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,West Virginia,2005,9.8,213,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Wisconsin,2005,7.8,467,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Wyoming,2005,10.7,60,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Alabama,2006,9.6,489,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Alaska,2006,7.1,46,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Arizona,2006,11.7,716,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Arkansas,2006,8.4,259,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,California,2006,11,3840,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Colorado,2006,9.9,463,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Connecticut,2006,6.9,273,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Delaware,2006,8,74,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,District of Columbia,2006,9.6,54,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Florida,2006,10.2,2185,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Georgia,2006,7.7,664,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Hawaii,2006,6.4,91,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Idaho,2006,8.6,124,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Illinois,2006,8.3,1071,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Indiana,2006,7.7,510,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Iowa,2006,5,167,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Kansas,2006,7.7,224,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Kentucky,2006,7.9,359,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Louisiana,2006,7.7,342,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Maine,2006,9.3,147,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Maryland,2006,6.9,408,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Massachusetts,2006,7.2,508,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Michigan,2006,9.1,981,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Minnesota,2006,6.1,325,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Mississippi,2006,9,267,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Missouri,2006,7.3,458,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Montana,2006,10.8,113,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Nebraska,2006,6.6,123,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Nevada,2006,11.2,291,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,New Hampshire,2006,6.9,100,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,New Jersey,2006,7.1,674,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,New Mexico,2006,14.8,308,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,New York,2006,5.9,1223,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,North Carolina,2006,8.5,804,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,North Dakota,2006,7.5,51,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Ohio,2006,8.6,1096,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Oklahoma,2006,11.8,445,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Oregon,2006,10.4,422,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Pennsylvania,2006,7.2,1057,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Rhode Island,2006,8.9,106,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,South Carolina,2006,10.2,479,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,South Dakota,2006,10.1,82,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Tennessee,2006,9.6,636,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Texas,2006,11,2385,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,United States,2006,8.8,27555,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Utah,2006,6.8,134,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Vermont,2006,7.8,55,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Virginia,2006,7.1,567,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Washington,2006,8.9,601,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,West Virginia,2006,10.8,237,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Wisconsin,2006,7.6,452,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Wyoming,2006,12.2,69,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Alabama,2007,9.8,505,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Alaska,2007,11.4,70,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Arizona,2007,11.9,752,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Arkansas,2007,8.5,271,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,California,2007,11.3,4065,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Colorado,2007,11,542,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Connecticut,2007,7.2,288,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Delaware,2007,7.4,70,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,District of Columbia,2007,7.7,45,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Florida,2007,10.3,2260,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Georgia,2007,7.7,686,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Hawaii,2007,7.5,112,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Idaho,2007,10.2,156,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Illinois,2007,7.9,1035,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Indiana,2007,7.2,489,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Iowa,2007,7.1,239,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Kansas,2007,7.8,230,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Kentucky,2007,8.5,390,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Louisiana,2007,7.8,357,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Maine,2007,9.5,156,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Maryland,2007,7.4,447,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Massachusetts,2007,8.4,609,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Michigan,2007,9.1,1008,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Minnesota,2007,6.9,379,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Mississippi,2007,8.7,263,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Missouri,2007,6.7,433,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Montana,2007,12.4,138,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Nebraska,2007,6.3,116,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Nevada,2007,9.8,268,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,New Hampshire,2007,7.7,116,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,New Jersey,2007,6.7,646,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,New Mexico,2007,18,372,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,New York,2007,6.3,1308,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,North Carolina,2007,9.1,888,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,North Dakota,2007,6.1,43,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Ohio,2007,9,1152,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Oklahoma,2007,13.1,505,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Oregon,2007,11.2,466,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Pennsylvania,2007,7.3,1084,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Rhode Island,2007,9.9,119,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,South Carolina,2007,10.4,512,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,South Dakota,2007,11.4,95,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Tennessee,2007,9.2,629,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Texas,2007,11.4,2535,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,United States,2007,9.1,29165,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Utah,2007,6.7,142,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Vermont,2007,7.1,54,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Virginia,2007,7.5,613,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Washington,2007,9.5,661,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,West Virginia,2007,12.2,273,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Wisconsin,2007,7.9,487,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Wyoming,2007,15.2,86,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Alabama,2008,9.1,489,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Alaska,2008,9.2,60,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Arizona,2008,12.1,794,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Arkansas,2008,7.8,247,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,California,2008,11.4,4152,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Colorado,2008,10.7,540,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Connecticut,2008,7.3,298,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Delaware,2008,9.1,91,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,District of Columbia,2008,8.7,52,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Florida,2008,10.4,2335,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Georgia,2008,7.2,665,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Hawaii,2008,7.3,112,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Idaho,2008,10.1,155,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Illinois,2008,8.6,1145,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Indiana,2008,7.6,523,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Iowa,2008,6.3,217,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Kansas,2008,8.2,242,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Kentucky,2008,7.7,367,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Louisiana,2008,8.3,389,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Maine,2008,8.2,138,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Maryland,2008,6.7,408,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Massachusetts,2008,8.2,598,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Michigan,2008,9.7,1084,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Minnesota,2008,6.7,380,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Mississippi,2008,8.6,269,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Missouri,2008,7.8,514,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Montana,2008,12.3,136,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Nebraska,2008,7,135,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Nevada,2008,11.7,323,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,New Hampshire,2008,7.9,120,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,New Jersey,2008,7.3,707,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,New Mexico,2008,18.8,392,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,New York,2008,6.5,1369,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,North Carolina,2008,9.6,961,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,North Dakota,2008,8.2,58,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Ohio,2008,9.2,1198,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Oklahoma,2008,11.6,463,1
"Chronic liver disease and cirrhosis (K70,K73-K74)",Chronic liver disease and cirrhosis,Oregon,2008,11,466,1
